Gene name	Gene ID	Transcript ID	CCDS ID	APPRIS Annotation	MANE
NEK2	ENSG00000117650	ENST00000366999	CCDS1500.1	PRINCIPAL:1	MANE_Select
KHDRBS1	ENSG00000121774	ENST00000327300	CCDS350.1	PRINCIPAL:1	MANE_Select
MAD2L2	ENSG00000116670	ENST00000376692	CCDS134.1	PRINCIPAL:1	MANE_Select
PATJ	ENSG00000132849	ENST00000642238	CCDS85980.1	PRINCIPAL:1	MANE_Select
AKR7A2	ENSG00000053371	ENST00000235835	CCDS194.1	PRINCIPAL:1	MANE_Select
SLC6A17	ENSG00000197106	ENST00000331565	CCDS30799.1	PRINCIPAL:1	MANE_Select
SPRR5	ENSG00000283227	ENST00000636302	-	PRINCIPAL:1	MANE_Select
GJA4	ENSG00000187513	ENST00000342280	CCDS30669.1	PRINCIPAL:1	MANE_Select
CAMK2N1	ENSG00000162545	ENST00000375078	CCDS207.1	PRINCIPAL:1	MANE_Select
CFHR3	ENSG00000116785	ENST00000367425	CCDS30958.1	PRINCIPAL:1	MANE_Select
GIPC2	ENSG00000137960	ENST00000370759	CCDS685.1	PRINCIPAL:1	MANE_Select
CNIH4	ENSG00000143771	ENST00000465271	CCDS1543.1	PRINCIPAL:1	MANE_Select
HEYL	ENSG00000163909	ENST00000372852	CCDS439.1	PRINCIPAL:1	MANE_Select
HEATR1	ENSG00000119285	ENST00000366582	CCDS31066.1	PRINCIPAL:1	MANE_Select
DLGAP3	ENSG00000116544	ENST00000373347	CCDS30670.1	PRINCIPAL:1	MANE_Select
GARIN4	ENSG00000162771	ENST00000294829	CCDS1507.1	PRINCIPAL:1	MANE_Select
A3GALT2	ENSG00000184389	ENST00000442999	CCDS60080.1	PRINCIPAL:1	MANE_Select
PRPF38B	ENSG00000134186	ENST00000370025	CCDS788.1	PRINCIPAL:1	MANE_Select
CACYBP	ENSG00000116161	ENST00000367679	CCDS1315.1	PRINCIPAL:1	MANE_Select
LCE1B	ENSG00000196734	ENST00000360090	CCDS1027.1	PRINCIPAL:1	MANE_Select
PHACTR4	ENSG00000204138	ENST00000373839	CCDS41293.1	PRINCIPAL:2	MANE_Select
ACAP3	ENSG00000131584	ENST00000354700	CCDS19.2	PRINCIPAL:1	MANE_Select
ESPN	ENSG00000187017	ENST00000645284	CCDS70.1	PRINCIPAL:1	MANE_Select
ZBTB18	ENSG00000179456	ENST00000358704	CCDS1622.1	PRINCIPAL:4	MANE_Select
ARTN	ENSG00000117407	ENST00000372359	CCDS501.1	PRINCIPAL:1	MANE_Select
LMOD1	ENSG00000163431	ENST00000367288	CCDS53457.1	PRINCIPAL:1	MANE_Select
MUL1	ENSG00000090432	ENST00000264198	CCDS208.1	PRINCIPAL:1	MANE_Select
ILF2	ENSG00000143621	ENST00000361891	CCDS1050.1	PRINCIPAL:1	MANE_Select
COG2	ENSG00000135775	ENST00000366669	CCDS1584.1	PRINCIPAL:4	MANE_Select
MYOG	ENSG00000122180	ENST00000241651	CCDS1433.1	PRINCIPAL:1	MANE_Select
GGPS1	ENSG00000152904	ENST00000282841	CCDS1604.1	PRINCIPAL:1	MANE_Select
CEPT1	ENSG00000134255	ENST00000357172	CCDS830.1	PRINCIPAL:4	MANE_Select
RPTN	ENSG00000215853	ENST00000316073	CCDS41397.1	PRINCIPAL:1	MANE_Select
DMAP1	ENSG00000178028	ENST00000372289	CCDS509.1	PRINCIPAL:1	MANE_Select
NEXN	ENSG00000162614	ENST00000334785	CCDS41351.1	PRINCIPAL:3	MANE_Select
GPR25	ENSG00000170128	ENST00000304244	CCDS1405.1	PRINCIPAL:1	MANE_Select
NHLH1	ENSG00000171786	ENST00000302101	CCDS1204.1	PRINCIPAL:1	MANE_Select
PHF13	ENSG00000116273	ENST00000377648	CCDS85.1	PRINCIPAL:1	MANE_Select
PIGK	ENSG00000142892	ENST00000370812	CCDS674.1	PRINCIPAL:1	MANE_Select
KCNJ9	ENSG00000162728	ENST00000368088	CCDS1194.1	PRINCIPAL:1	MANE_Select
CLCNKB	ENSG00000184908	ENST00000375679	CCDS168.1	PRINCIPAL:4	MANE_Select
HPCA	ENSG00000121905	ENST00000373467	CCDS370.1	PRINCIPAL:1	MANE_Select
GALNT2	ENSG00000143641	ENST00000366672	CCDS1582.1	PRINCIPAL:1	MANE_Select
SOX13	ENSG00000143842	ENST00000367204	CCDS44299.1	PRINCIPAL:1	MANE_Select
LRIG2	ENSG00000198799	ENST00000361127	CCDS30808.1	PRINCIPAL:1	MANE_Select
LRRN2	ENSG00000170382	ENST00000367177	CCDS1448.1	PRINCIPAL:1	MANE_Select
GPR153	ENSG00000158292	ENST00000377893	CCDS64.1	PRINCIPAL:1	MANE_Select
CD5L	ENSG00000073754	ENST00000368174	CCDS1171.1	PRINCIPAL:1	MANE_Select
NAXE	ENSG00000163382	ENST00000368235	CCDS1145.1	PRINCIPAL:1	MANE_Select
ZNF695	ENSG00000197472	ENST00000339986	CCDS44344.1	PRINCIPAL:1	MANE_Select
LHX8	ENSG00000162624	ENST00000356261	CCDS58008.1	PRINCIPAL:1	MANE_Select
CAPZA1	ENSG00000116489	ENST00000263168	CCDS30805.1	PRINCIPAL:1	MANE_Select
ANGEL2	ENSG00000174606	ENST00000366962	CCDS1512.1	PRINCIPAL:1	MANE_Select
PIFO	ENSG00000173947	ENST00000369738	CCDS833.1	PRINCIPAL:2	MANE_Select
C1orf43	ENSG00000143612	ENST00000368521	CCDS41404.1	PRINCIPAL:1	MANE_Select
IPO13	ENSG00000117408	ENST00000372343	CCDS503.1	PRINCIPAL:1	MANE_Select
DPT	ENSG00000143196	ENST00000367817	CCDS1275.1	PRINCIPAL:1	MANE_Select
ARHGAP30	ENSG00000186517	ENST00000368013	CCDS30918.1	PRINCIPAL:2	MANE_Select
ZBTB17	ENSG00000116809	ENST00000375743	CCDS165.1	PRINCIPAL:2	MANE_Select
TMCO1	ENSG00000143183	ENST00000367881	-	PRINCIPAL:1	MANE_Select
SERINC2	ENSG00000168528	ENST00000373709	CCDS30662.1	PRINCIPAL:1	MANE_Select
TMEM234	ENSG00000160055	ENST00000309777	CCDS356.2	PRINCIPAL:1	MANE_Select
SNX27	ENSG00000143376	ENST00000458013	CCDS81377.1	PRINCIPAL:1	MANE_Select
XCL1	ENSG00000143184	ENST00000367818	CCDS1274.1	PRINCIPAL:1	MANE_Select
ASAP3	ENSG00000088280	ENST00000336689	CCDS235.1	PRINCIPAL:1	MANE_Select
PLK3	ENSG00000173846	ENST00000372201	CCDS515.1	PRINCIPAL:1	MANE_Select
ZNF684	ENSG00000117010	ENST00000372699	CCDS454.1	PRINCIPAL:1	MANE_Select
MIA3	ENSG00000154305	ENST00000344922	CCDS41470.1	PRINCIPAL:1	MANE_Select
TSNAX	ENSG00000116918	ENST00000366639	CCDS1596.1	PRINCIPAL:1	MANE_Select
C8B	ENSG00000021852	ENST00000371237	CCDS30730.1	PRINCIPAL:1	MANE_Select
VHLL	ENSG00000189030	ENST00000339922	-	PRINCIPAL:1	MANE_Select
UBE2Q1	ENSG00000160714	ENST00000292211	CCDS1069.1	PRINCIPAL:1	MANE_Select
TARBP1	ENSG00000059588	ENST00000040877	CCDS1601.1	PRINCIPAL:1	MANE_Select
IL23R	ENSG00000162594	ENST00000347310	CCDS637.1	PRINCIPAL:1	MANE_Select
ELF3	ENSG00000163435	ENST00000367284	CCDS1419.1	PRINCIPAL:1	MANE_Select
CR2	ENSG00000117322	ENST00000367057	CCDS31007.1	PRINCIPAL:1	MANE_Select
CFAP74	ENSG00000142609	ENST00000682832	-	PRINCIPAL:2	MANE_Select
TRMT1L	ENSG00000121486	ENST00000367506	CCDS1366.1	PRINCIPAL:1	MANE_Select
PBX1	ENSG00000185630	ENST00000420696	CCDS1246.1	PRINCIPAL:4	MANE_Select
PTP4A2	ENSG00000184007	ENST00000647444	CCDS348.1	PRINCIPAL:1	MANE_Select
REG4	ENSG00000134193	ENST00000256585	CCDS906.1	PRINCIPAL:1	MANE_Select
AKNAD1	ENSG00000162641	ENST00000370001	CCDS791.2	PRINCIPAL:2	MANE_Select
LAMTOR2	ENSG00000116586	ENST00000368305	CCDS1128.1	PRINCIPAL:1	MANE_Select
FRRS1	ENSG00000156869	ENST00000646001	-	PRINCIPAL:1	MANE_Select
CD244	ENSG00000122223	ENST00000368034	CCDS1210.1	PRINCIPAL:2	MANE_Select
ZBTB8OS	ENSG00000176261	ENST00000468695	-	PRINCIPAL:1	MANE_Select
STMN1	ENSG00000117632	ENST00000455785	CCDS269.1	PRINCIPAL:1	MANE_Select
WRAP73	ENSG00000116213	ENST00000270708	CCDS48.1	PRINCIPAL:1	MANE_Select
ZMYM4	ENSG00000146463	ENST00000314607	CCDS389.1	PRINCIPAL:1	MANE_Select
ELK4	ENSG00000158711	ENST00000357992	CCDS1456.1	PRINCIPAL:1	MANE_Select
SKI	ENSG00000157933	ENST00000378536	CCDS39.1	PRINCIPAL:1	MANE_Select
NOTCH2NLB	ENSG00000286019	ENST00000593495	CCDS86012.1	PRINCIPAL:1	MANE_Select
SPRR2G	ENSG00000159516	ENST00000368748	CCDS30868.1	PRINCIPAL:1	MANE_Select
TARDBP	ENSG00000120948	ENST00000240185	CCDS122.1	PRINCIPAL:1	MANE_Select
ARV1	ENSG00000173409	ENST00000310256	CCDS1589.1	PRINCIPAL:1	MANE_Select
AIDA	ENSG00000186063	ENST00000340020	CCDS1533.1	PRINCIPAL:1	MANE_Select
AGL	ENSG00000162688	ENST00000361915	CCDS759.1	PRINCIPAL:1	MANE_Select
LIX1L	ENSG00000271601	ENST00000604000	CCDS72873.1	PRINCIPAL:1	MANE_Select
WNT9A	ENSG00000143816	ENST00000272164	CCDS31045.1	PRINCIPAL:1	MANE_Select
SVBP	ENSG00000177868	ENST00000372521	CCDS474.1	PRINCIPAL:1	MANE_Select
PRAMEF5	ENSG00000270601	ENST00000622421	CCDS72708.1	PRINCIPAL:1	MANE_Select
GJB4	ENSG00000189433	ENST00000339480	CCDS383.1	PRINCIPAL:1	MANE_Select
RAB13	ENSG00000143545	ENST00000368575	CCDS1058.1	PRINCIPAL:1	MANE_Select
SASS6	ENSG00000156876	ENST00000287482	CCDS764.1	PRINCIPAL:1	MANE_Select
SLC44A3	ENSG00000143036	ENST00000271227	CCDS44176.1	PRINCIPAL:1	MANE_Select
FAM72C	ENSG00000263513	ENST00000584486	CCDS72850.1	PRINCIPAL:1	MANE_Select
OMA1	ENSG00000162600	ENST00000371226	CCDS608.1	PRINCIPAL:1	MANE_Select
CD1A	ENSG00000158477	ENST00000289429	CCDS1174.1	PRINCIPAL:1	MANE_Select
HSPB11	ENSG00000081870	ENST00000194214	CCDS41341.1	PRINCIPAL:1	MANE_Select
RAB25	ENSG00000132698	ENST00000361084	CCDS41413.1	PRINCIPAL:1	MANE_Select
RGS13	ENSG00000127074	ENST00000391995	CCDS1376.1	PRINCIPAL:1	MANE_Select
TNN	ENSG00000120332	ENST00000239462	CCDS30943.1	PRINCIPAL:1	MANE_Select
KISS1	ENSG00000170498	ENST00000367194	CCDS41454.1	PRINCIPAL:1	MANE_Select
ISG15	ENSG00000187608	ENST00000649529	CCDS6.1	PRINCIPAL:1	MANE_Select
EPHA8	ENSG00000070886	ENST00000166244	CCDS225.1	PRINCIPAL:1	MANE_Select
SPTA1	ENSG00000163554	ENST00000643759	CCDS41423.1	PRINCIPAL:1	MANE_Select
SNAPIN	ENSG00000143553	ENST00000368685	CCDS1049.1	PRINCIPAL:1	MANE_Select
EFCAB14	ENSG00000159658	ENST00000371933	CCDS30706.1	PRINCIPAL:2	MANE_Select
KIAA0319L	ENSG00000142687	ENST00000325722	CCDS390.1	PRINCIPAL:1	MANE_Select
SLC25A44	ENSG00000160785	ENST00000359511	CCDS1133.1	PRINCIPAL:2	MANE_Select
ELAPOR1	ENSG00000116299	ENST00000369939	CCDS794.1	PRINCIPAL:1	MANE_Select
FAAH	ENSG00000117480	ENST00000243167	CCDS535.1	PRINCIPAL:1	MANE_Select
ABCB10	ENSG00000135776	ENST00000344517	CCDS1580.1	PRINCIPAL:1	MANE_Select
SH2D2A	ENSG00000027869	ENST00000368199	CCDS1159.1	PRINCIPAL:2	MANE_Select
C1orf112	ENSG00000000460	ENST00000359326	CCDS1285.1	PRINCIPAL:1	MANE_Select
SLC16A1	ENSG00000155380	ENST00000369626	CCDS858.1	PRINCIPAL:1	MANE_Select
UTS2	ENSG00000049247	ENST00000361696	CCDS91.1	PRINCIPAL:2	MANE_Select
NR0B2	ENSG00000131910	ENST00000254227	CCDS291.1	PRINCIPAL:1	MANE_Select
FCGR2B	ENSG00000072694	ENST00000358671	CCDS30924.1	PRINCIPAL:4	MANE_Select
ELOA	ENSG00000011007	ENST00000613537	-	PRINCIPAL:1	MANE_Select
ZYG11A	ENSG00000203995	ENST00000371528	CCDS44148.1	PRINCIPAL:1	MANE_Select
LGALS8	ENSG00000116977	ENST00000366584	CCDS1612.1	PRINCIPAL:1	MANE_Select
C1orf185	ENSG00000204006	ENST00000371759	CCDS44142.1	PRINCIPAL:1	MANE_Select
CDC42SE1	ENSG00000197622	ENST00000357235	CCDS981.1	PRINCIPAL:1	MANE_Select
C1orf210	ENSG00000253313	ENST00000523677	CCDS481.1	PRINCIPAL:1	MANE_Select
TAF12	ENSG00000120656	ENST00000373824	CCDS326.1	PRINCIPAL:1	MANE_Select
OR2T29	ENSG00000182783	ENST00000641069	CCDS55695.1	PRINCIPAL:1	MANE_Select
CALML6	ENSG00000169885	ENST00000307786	CCDS30566.1	PRINCIPAL:2	MANE_Select
C1orf141	ENSG00000203963	ENST00000684719	CCDS30745.1	PRINCIPAL:1	MANE_Select
HTR6	ENSG00000158748	ENST00000289753	CCDS197.1	PRINCIPAL:1	MANE_Select
TMEM167B	ENSG00000215717	ENST00000338272	CCDS30789.1	PRINCIPAL:1	MANE_Select
KLHL17	ENSG00000187961	ENST00000338591	CCDS30550.1	PRINCIPAL:1	MANE_Select
PAPPA2	ENSG00000116183	ENST00000367662	CCDS41438.1	PRINCIPAL:1	MANE_Select
CITED4	ENSG00000179862	ENST00000372638	CCDS458.1	PRINCIPAL:1	MANE_Select
ABCD3	ENSG00000117528	ENST00000370214	CCDS749.1	PRINCIPAL:2	MANE_Select
RXFP4	ENSG00000173080	ENST00000368318	CCDS1124.1	PRINCIPAL:1	MANE_Select
NMNAT2	ENSG00000157064	ENST00000287713	CCDS1353.1	PRINCIPAL:1	MANE_Select
LYST	ENSG00000143669	ENST00000389793	CCDS31062.1	PRINCIPAL:1	MANE_Select
DENND4B	ENSG00000198837	ENST00000361217	CCDS44228.1	PRINCIPAL:1	MANE_Select
VPS72	ENSG00000163159	ENST00000368892	CCDS989.1	PRINCIPAL:1	MANE_Select
HSD3B2	ENSG00000203859	ENST00000369416	CCDS902.1	PRINCIPAL:1	MANE_Select
RNASEL	ENSG00000135828	ENST00000367559	CCDS1347.1	PRINCIPAL:1	MANE_Select
AK5	ENSG00000154027	ENST00000354567	CCDS675.1	PRINCIPAL:1	MANE_Select
TNFRSF4	ENSG00000186827	ENST00000379236	CCDS11.1	PRINCIPAL:1	MANE_Select
HYI	ENSG00000178922	ENST00000372430	CCDS53309.1	PRINCIPAL:1	MANE_Select
NTNG1	ENSG00000162631	ENST00000370068	CCDS44180.1	PRINCIPAL:1	MANE_Select
PEF1	ENSG00000162517	ENST00000373703	CCDS345.1	PRINCIPAL:1	MANE_Select
MAP3K21	ENSG00000143674	ENST00000366624	CCDS1598.1	PRINCIPAL:2	MANE_Select
SLC30A1	ENSG00000170385	ENST00000367001	CCDS1499.1	PRINCIPAL:1	MANE_Select
CDC42	ENSG00000070831	ENST00000656825	CCDS221.1	PRINCIPAL:3	MANE_Select
LAPTM5	ENSG00000162511	ENST00000294507	CCDS337.1	PRINCIPAL:1	MANE_Select
FCN3	ENSG00000142748	ENST00000270879	CCDS300.1	PRINCIPAL:2	MANE_Select
SPATA6	ENSG00000132122	ENST00000371847	CCDS551.1	PRINCIPAL:4	MANE_Select
TMEM88B	ENSG00000205116	ENST00000378821	CCDS57964.1	PRINCIPAL:1	MANE_Select
TDRD5	ENSG00000162782	ENST00000444136	CCDS55663.1	PRINCIPAL:4	MANE_Select
PRDX1	ENSG00000117450	ENST00000319248	CCDS522.1	PRINCIPAL:1	MANE_Select
AJAP1	ENSG00000196581	ENST00000378191	CCDS54.1	PRINCIPAL:1	MANE_Select
OR10X1	ENSG00000279111	ENST00000623167	-	PRINCIPAL:1	MANE_Select
LCE3C	ENSG00000244057	ENST00000684028	CCDS1015.1	PRINCIPAL:1	MANE_Select
TMEM201	ENSG00000188807	ENST00000340381	CCDS44055.2	PRINCIPAL:1	MANE_Select
HAPLN2	ENSG00000132702	ENST00000255039	CCDS1148.1	PRINCIPAL:1	MANE_Select
SYT2	ENSG00000143858	ENST00000367268	CCDS1427.1	PRINCIPAL:1	MANE_Select
FMO3	ENSG00000007933	ENST00000367755	CCDS1292.1	PRINCIPAL:1	MANE_Select
INKA2	ENSG00000197852	ENST00000357260	CCDS841.1	PRINCIPAL:1	MANE_Select
LCE5A	ENSG00000186207	ENST00000334269	CCDS1011.1	PRINCIPAL:1	MANE_Select
ZNF672	ENSG00000171161	ENST00000306562	CCDS1638.1	PRINCIPAL:1	MANE_Select
TOR1AIP1	ENSG00000143337	ENST00000606911	CCDS1335.1	PRINCIPAL:4	MANE_Select
RERE	ENSG00000142599	ENST00000400908	CCDS95.1	PRINCIPAL:1	MANE_Select
OR2B11	ENSG00000177535	ENST00000641149	CCDS31090.1	PRINCIPAL:1	MANE_Select
GPN2	ENSG00000142751	ENST00000374135	CCDS289.1	PRINCIPAL:1	MANE_Select
FAM167B	ENSG00000183615	ENST00000373582	CCDS358.2	PRINCIPAL:1	MANE_Select
SH2D1B	ENSG00000198574	ENST00000367929	CCDS30928.1	PRINCIPAL:1	MANE_Select
DDX20	ENSG00000064703	ENST00000369702	CCDS842.1	PRINCIPAL:2	MANE_Select
PEX19	ENSG00000162735	ENST00000368072	CCDS1201.1	PRINCIPAL:1	MANE_Select
KIF1B	ENSG00000054523	ENST00000676179	-	PRINCIPAL:1	MANE_Select
PRAMEF1	ENSG00000116721	ENST00000332296	CCDS148.1	PRINCIPAL:1	MANE_Select
DVL1	ENSG00000107404	ENST00000378888	CCDS81252.1	PRINCIPAL:3	MANE_Select
TFAP2E	ENSG00000116819	ENST00000373235	CCDS393.2	PRINCIPAL:1	MANE_Select
COL11A1	ENSG00000060718	ENST00000370096	CCDS778.1	PRINCIPAL:1	MANE_Select
TAF5L	ENSG00000135801	ENST00000258281	CCDS1581.1	PRINCIPAL:1	MANE_Select
SLC9C2	ENSG00000162753	ENST00000367714	CCDS1308.1	PRINCIPAL:1	MANE_Select
NRAS	ENSG00000213281	ENST00000369535	CCDS877.1	PRINCIPAL:1	MANE_Select
ATXN7L2	ENSG00000162650	ENST00000683729	-	PRINCIPAL:2	MANE_Select
ANKRD34A	ENSG00000272031	ENST00000606888	CCDS72874.1	PRINCIPAL:1	MANE_Select
TOR3A	ENSG00000186283	ENST00000367627	CCDS1329.1	PRINCIPAL:1	MANE_Select
ATG4C	ENSG00000125703	ENST00000317868	CCDS623.1	PRINCIPAL:1	MANE_Select
GUCA2A	ENSG00000197273	ENST00000357001	CCDS465.1	PRINCIPAL:1	MANE_Select
ICMT	ENSG00000116237	ENST00000343813	CCDS61.1	PRINCIPAL:1	MANE_Select
RAB4A	ENSG00000168118	ENST00000366690	CCDS31050.1	PRINCIPAL:1	MANE_Select
AP4B1	ENSG00000134262	ENST00000369569	CCDS865.1	PRINCIPAL:1	MANE_Select
OSCP1	ENSG00000116885	ENST00000235532	CCDS409.2	PRINCIPAL:1	MANE_Select
PRUNE1	ENSG00000143363	ENST00000271620	CCDS977.1	PRINCIPAL:1	MANE_Select
DDR2	ENSG00000162733	ENST00000367921	CCDS1241.1	PRINCIPAL:1	MANE_Select
BCL10	ENSG00000142867	ENST00000648566	CCDS704.1	PRINCIPAL:1	MANE_Select
RAB29	ENSG00000117280	ENST00000367139	CCDS1459.1	PRINCIPAL:1	MANE_Select
C1QTNF12	ENSG00000184163	ENST00000330388	CCDS30554.1	PRINCIPAL:1	MANE_Select
NME7	ENSG00000143156	ENST00000367811	CCDS1277.1	PRINCIPAL:1	MANE_Select
PRAMEF12	ENSG00000116726	ENST00000357726	CCDS41254.1	PRINCIPAL:1	MANE_Select
FCRLB	ENSG00000162746	ENST00000367948	CCDS30927.1	PRINCIPAL:1	MANE_Select
ABCA4	ENSG00000198691	ENST00000370225	CCDS747.1	PRINCIPAL:1	MANE_Select
S100A2	ENSG00000196754	ENST00000368708	-	PRINCIPAL:1	MANE_Select
C1orf53	ENSG00000203724	ENST00000367393	CCDS44290.1	PRINCIPAL:1	MANE_Select
ZP4	ENSG00000116996	ENST00000366570	CCDS1615.1	PRINCIPAL:1	MANE_Select
ADAMTSL4	ENSG00000143382	ENST00000271643	CCDS955.1	PRINCIPAL:1	MANE_Select
RHEX	ENSG00000263961	ENST00000331555	CCDS73014.1	PRINCIPAL:1	MANE_Select
MYSM1	ENSG00000162601	ENST00000472487	CCDS41343.1	PRINCIPAL:2	MANE_Select
DNAJC8	ENSG00000126698	ENST00000263697	CCDS41292.1	PRINCIPAL:1	MANE_Select
PGM1	ENSG00000079739	ENST00000371084	CCDS625.1	PRINCIPAL:1	MANE_Select
HES2	ENSG00000069812	ENST00000377834	CCDS30574.1	PRINCIPAL:1	MANE_Select
ATP1B1	ENSG00000143153	ENST00000367815	CCDS1276.1	PRINCIPAL:1	MANE_Select
CLCC1	ENSG00000121940	ENST00000369969	CCDS41362.1	PRINCIPAL:1	MANE_Select
ATAD3C	ENSG00000215915	ENST00000378785	CCDS44039.1	PRINCIPAL:1	MANE_Select
UAP1	ENSG00000117143	ENST00000367925	CCDS81393.1	PRINCIPAL:3	MANE_Select
IL20	ENSG00000162891	ENST00000367098	CCDS1470.1	PRINCIPAL:1	MANE_Select
TNFSF18	ENSG00000120337	ENST00000404377	-	PRINCIPAL:1	MANE_Select
SYCP1	ENSG00000198765	ENST00000369522	CCDS879.1	PRINCIPAL:1	MANE_Select
ELAVL4	ENSG00000162374	ENST00000371824	CCDS44140.1	PRINCIPAL:4	MANE_Select
ITLN2	ENSG00000158764	ENST00000368029	CCDS1212.1	PRINCIPAL:1	MANE_Select
PNRC2	ENSG00000189266	ENST00000334351	CCDS246.1	PRINCIPAL:1	MANE_Select
NUF2	ENSG00000143228	ENST00000271452	CCDS1245.1	PRINCIPAL:1	MANE_Select
MPC2	ENSG00000143158	ENST00000271373	CCDS1266.1	PRINCIPAL:1	MANE_Select
PTGS2	ENSG00000073756	ENST00000367468	CCDS1371.1	PRINCIPAL:1	MANE_Select
HAO2	ENSG00000116882	ENST00000325945	CCDS901.1	PRINCIPAL:1	MANE_Select
OR2G3	ENSG00000177476	ENST00000320002	CCDS31093.1	PRINCIPAL:1	MANE_Select
CFAP107	ENSG00000157330	ENST00000614859	CCDS147.1	PRINCIPAL:1	MANE_Select
TRIM17	ENSG00000162931	ENST00000366698	CCDS1571.1	PRINCIPAL:1	MANE_Select
TNNI3K	ENSG00000116783	ENST00000326637	CCDS664.1	PRINCIPAL:1	MANE_Select
KLHL12	ENSG00000117153	ENST00000367261	CCDS1429.1	PRINCIPAL:1	MANE_Select
GBP4	ENSG00000162654	ENST00000355754	CCDS721.1	PRINCIPAL:1	MANE_Select
TRIM11	ENSG00000154370	ENST00000284551	CCDS31048.1	PRINCIPAL:1	MANE_Select
MFSD4A	ENSG00000174514	ENST00000367147	CCDS1455.1	PRINCIPAL:1	MANE_Select
GPR89B	ENSG00000188092	ENST00000314163	CCDS930.1	PRINCIPAL:1	MANE_Select
OPTC	ENSG00000188770	ENST00000367222	CCDS1439.1	PRINCIPAL:1	MANE_Select
LRRC8B	ENSG00000197147	ENST00000330947	CCDS724.1	PRINCIPAL:1	MANE_Select
AHCYL1	ENSG00000168710	ENST00000369799	CCDS818.1	PRINCIPAL:1	MANE_Select
AMPD2	ENSG00000116337	ENST00000528667	-	PRINCIPAL:1	MANE_Select
CEP350	ENSG00000135837	ENST00000367607	CCDS1336.1	PRINCIPAL:4	MANE_Select
PHTF1	ENSG00000116793	ENST00000369604	CCDS861.1	PRINCIPAL:1	MANE_Select
HNRNPCL4	ENSG00000179412	ENST00000323770	CCDS76107.1	PRINCIPAL:1	MANE_Select
SPRR1B	ENSG00000169469	ENST00000307098	CCDS30863.1	PRINCIPAL:1	MANE_Select
ZBTB7B	ENSG00000160685	ENST00000535420	CCDS1081.1	PRINCIPAL:1	MANE_Select
GJA5	ENSG00000265107	ENST00000579774	CCDS929.1	PRINCIPAL:1	MANE_Select
HMGCS2	ENSG00000134240	ENST00000369406	CCDS905.1	PRINCIPAL:1	MANE_Select
PITHD1	ENSG00000057757	ENST00000246151	CCDS240.1	PRINCIPAL:1	MANE_Select
MDM4	ENSG00000198625	ENST00000367182	CCDS1447.1	PRINCIPAL:1	MANE_Select
TCEANC2	ENSG00000116205	ENST00000234827	CCDS587.1	PRINCIPAL:1	MANE_Select
KDM4A	ENSG00000066135	ENST00000372396	CCDS491.1	PRINCIPAL:1	MANE_Select
PTPRC	ENSG00000081237	ENST00000442510	CCDS1397.2	PRINCIPAL:3	MANE_Select
ERO1B	ENSG00000086619	ENST00000354619	CCDS31064.1	PRINCIPAL:1	MANE_Select
